Municipality,Year,pastures_area_munic_ha
Ferreira do Alentejo,2004,13513.0
Ferreira do Alentejo,2005,13998.8
Ferreira do Alentejo,2006,14484.6
Ferreira do Alentejo,2007,14970.4
Ferreira do Alentejo,2008,15456.2
Ferreira do Alentejo,2009,15942.0
Ferreira do Alentejo,2010,16427.8
Ferreira do Alentejo,2011,16913.6
Ferreira do Alentejo,2012,17399.4
Ferreira do Alentejo,2013,17885.2
Ferreira do Alentejo,2014,18371.0
Ferreira do Alentejo,2015,18856.8
Ferreira do Alentejo,2016,19342.6
Ferreira do Alentejo,2017,19828.4
Ferreira do Alentejo,2018,20314.2
Ferreira do Alentejo,2019,20800.0
Ferreira do Alentejo,2020,20800.0
Mértola,1995,35416.4
Mértola,1996,35411.8
Mértola,1997,35407.2
Mértola,1998,35402.6
Mértola,1999,35398.0
Mértola,2000,37918.4
Mértola,2001,40438.8
Mértola,2002,42959.2
Mértola,2003,45479.6
Mértola,2004,48000.0
Mértola,2005,50520.4
Mértola,2006,53040.8
Mértola,2007,55561.2
Mértola,2008,58081.600000000006
Mértola,2009,60602.0
Mértola,2010,63122.4
Mértola,2011,65642.8
Mértola,2012,68163.2
Mértola,2013,70683.6
Mértola,2014,73204.0
Mértola,2015,75724.4
Mértola,2016,78244.8
Mértola,2017,80765.2
Mértola,2018,83285.6
Mértola,2019,85806.0
Mértola,2020,85806.0
Moura,1995,25247.8
Moura,1996,25659.1
Moura,1997,26070.4
Moura,1998,26481.7
Moura,1999,26893.0
Moura,2000,28114.9
Moura,2001,29336.8
Moura,2002,30558.7
Moura,2003,31780.6
Moura,2004,33002.5
Moura,2005,34224.4
Moura,2006,35446.3
Moura,2007,36668.2
Moura,2008,37890.1
Moura,2009,39112.0
Moura,2010,40333.9
Moura,2011,41555.8
Moura,2012,42777.7
Moura,2013,43999.6
Moura,2014,45221.5
Moura,2015,46443.4
Moura,2016,47665.3
Moura,2017,48887.2
Moura,2018,50109.1
Moura,2019,51331.0
Moura,2020,51331.0
Odemira,1995,26701.2
Odemira,1996,28341.4
Odemira,1997,29981.6
Odemira,1998,31621.800000000003
Odemira,1999,33262.0
Odemira,2000,33669.1
Odemira,2001,34076.2
Odemira,2002,34483.3
Odemira,2003,34890.4
Odemira,2004,35297.5
Odemira,2005,35704.6
Odemira,2006,36111.7
Odemira,2007,36518.8
Odemira,2008,36925.9
Odemira,2009,37333.0
Odemira,2010,37740.1
Odemira,2011,38147.2
Odemira,2012,38554.3
Odemira,2013,38961.4
Odemira,2014,39368.5
Odemira,2015,39775.6
Odemira,2016,40182.7
Odemira,2017,40589.8
Odemira,2018,40996.9
Odemira,2019,41404.0
Odemira,2020,41404.0
Ourique,1995,17508.0
Ourique,1996,19788.5
Ourique,1997,22069.0
Ourique,1998,24349.5
Ourique,1999,26630.0
Ourique,2000,26633.7
Ourique,2001,26637.4
Ourique,2002,26641.1
Ourique,2003,26644.8
Ourique,2004,26648.5
Ourique,2005,26652.2
Ourique,2006,26655.9
Ourique,2007,26659.6
Ourique,2008,26663.3
Ourique,2009,26667.0
Ourique,2010,26670.7
Ourique,2011,26674.4
Ourique,2012,26678.1
Ourique,2013,26681.8
Ourique,2014,26685.5
Ourique,2015,26689.2
Ourique,2016,26692.9
Ourique,2017,26696.6
Ourique,2018,26700.3
Ourique,2019,26704.0
Ourique,2020,26704.0
Serpa,1995,19733.0
Serpa,1996,19889.0
Serpa,1997,20045.0
Serpa,1998,20201.0
Serpa,1999,20357.0
Serpa,2000,21510.8
Serpa,2001,22664.6
Serpa,2002,23818.4
Serpa,2003,24972.2
Serpa,2004,26126.0
Serpa,2005,27279.8
Serpa,2006,28433.6
Serpa,2007,29587.4
Serpa,2008,30741.199999999997
Serpa,2009,31895.0
Serpa,2010,33048.8
Serpa,2011,34202.6
Serpa,2012,35356.4
Serpa,2013,36510.2
Serpa,2014,37664.0
Serpa,2015,38817.8
Serpa,2016,39971.6
Serpa,2017,41125.4
Serpa,2018,42279.2
Serpa,2019,43433.0
Serpa,2020,43433.0
Vidigueira,1995,6903.799999999999
Vidigueira,1996,7673.099999999999
Vidigueira,1997,8442.4
Vidigueira,1998,9211.7
Vidigueira,1999,9981.0
Vidigueira,2000,9766.5
Vidigueira,2001,9552.0
Vidigueira,2002,9337.5
Vidigueira,2003,9123.0
Vidigueira,2004,8908.5
Vidigueira,2005,8694.0
Vidigueira,2006,8479.5
Vidigueira,2007,8265.0
Vidigueira,2008,8050.5
Vidigueira,2009,7836.0
Vidigueira,2010,7621.5
Vidigueira,2011,7407.0
Vidigueira,2012,7192.5
Vidigueira,2013,6978.0
Vidigueira,2014,6763.5
Vidigueira,2015,6549.0
Vidigueira,2016,6334.5
Vidigueira,2017,6120.0
Vidigueira,2018,5905.5
Vidigueira,2019,5691.0
Vidigueira,2020,5691.0
Alandroal,1995,10220.2
Alandroal,1996,10964.400000000001
Alandroal,1997,11708.6
Alandroal,1998,12452.8
Alandroal,1999,13197.0
Alandroal,2000,14955.6
Alandroal,2001,16714.2
Alandroal,2002,18472.8
Alandroal,2003,20231.4
Alandroal,2004,21990.0
Alandroal,2005,23748.6
Alandroal,2006,25507.199999999997
Alandroal,2007,27265.8
Alandroal,2008,29024.4
Alandroal,2009,30783.0
Alandroal,2010,32541.6
Alandroal,2011,34300.2
Alandroal,2012,36058.8
Alandroal,2013,37817.4
Alandroal,2014,39576.0
Alandroal,2015,41334.6
Alandroal,2016,43093.2
Alandroal,2017,44851.8
Alandroal,2018,46610.4
Alandroal,2019,48369.0
Alandroal,2020,48369.0
Arraiolos,1995,15822.400000000001
Arraiolos,1996,17035.300000000003
Arraiolos,1997,18248.2
Arraiolos,1998,19461.1
Arraiolos,1999,20674.0
Arraiolos,2000,22350.7
Arraiolos,2001,24027.4
Arraiolos,2002,25704.1
Arraiolos,2003,27380.8
Arraiolos,2004,29057.5
Arraiolos,2005,30734.2
Arraiolos,2006,32410.9
Arraiolos,2007,34087.6
Arraiolos,2008,35764.3
Arraiolos,2009,37441.0
Arraiolos,2010,39117.7
Arraiolos,2011,40794.4
Arraiolos,2012,42471.1
Arraiolos,2013,44147.8
Arraiolos,2014,45824.5
Arraiolos,2015,47501.2
Arraiolos,2016,49177.9
Arraiolos,2017,50854.6
Arraiolos,2018,52531.3
Arraiolos,2019,54208.0
Arraiolos,2020,54208.0
Borba,1995,1615.0
Borba,1996,1542.5
Borba,1997,1470.0
Borba,1998,1397.5
Borba,1999,1325.0
Borba,2000,1500.5
Borba,2001,1676.0
Borba,2002,1851.5
Borba,2003,2027.0
Borba,2004,2202.5
Borba,2005,2378.0
Borba,2006,2553.5
Borba,2007,2729.0
Borba,2008,2904.5
Borba,2009,3080.0
Borba,2010,3255.5
Borba,2011,3431.0
Borba,2012,3606.5
Borba,2013,3782.0
Borba,2014,3957.5
Borba,2015,4133.0
Borba,2016,4308.5
Borba,2017,4484.0
Borba,2018,4659.5
Borba,2019,4835.0
Borba,2020,4835.0
Estremoz,1995,12927.0
Estremoz,1996,13937.0
Estremoz,1997,14947.0
Estremoz,1998,15957.0
Estremoz,1999,16967.0
Estremoz,2000,16924.4
Estremoz,2001,16881.8
Estremoz,2002,16839.2
Estremoz,2003,16796.6
Estremoz,2004,16754.0
Estremoz,2005,16711.4
Estremoz,2006,16668.8
Estremoz,2007,16626.2
Estremoz,2008,16583.6
Estremoz,2009,16541.0
Estremoz,2010,16498.4
Estremoz,2011,16455.8
Estremoz,2012,16413.2
Estremoz,2013,16370.6
Estremoz,2014,16328.0
Estremoz,2015,16285.4
Estremoz,2016,16242.8
Estremoz,2017,16200.2
Estremoz,2018,16157.6
Estremoz,2019,16115.0
Estremoz,2020,16115.0
Évora,1995,37203.0
Évora,1996,40104.0
Évora,1997,43005.0
Évora,1998,45906.0
Évora,1999,48807.0
Évora,2000,50947.3
Évora,2001,53087.6
Évora,2002,55227.9
Évora,2003,57368.2
Évora,2004,59508.5
Évora,2005,61648.8
Évora,2006,63789.100000000006
Évora,2007,65929.4
Évora,2008,68069.7
Évora,2009,70210.0
Évora,2010,72350.3
Évora,2011,74490.6
Évora,2012,76630.9
Évora,2013,78771.2
Évora,2014,80911.5
Évora,2015,83051.8
Évora,2016,85192.1
Évora,2017,87332.4
Évora,2018,89472.7
Évora,2019,91613.0
Évora,2020,91613.0
Montemor-o-Novo,1995,29881.199999999997
Montemor-o-Novo,1996,33066.399999999994
Montemor-o-Novo,1997,36251.6
Montemor-o-Novo,1998,39436.8
Montemor-o-Novo,1999,42622.0
Montemor-o-Novo,2000,46983.6
Montemor-o-Novo,2001,51345.2
Montemor-o-Novo,2002,55706.8
Montemor-o-Novo,2003,60068.4
Montemor-o-Novo,2004,64430.0
Montemor-o-Novo,2005,68791.6
Montemor-o-Novo,2006,73153.20000000001
Montemor-o-Novo,2007,77514.8
Montemor-o-Novo,2008,81876.4
Montemor-o-Novo,2009,86238.0
Montemor-o-Novo,2010,90599.6
Montemor-o-Novo,2011,94961.2
Montemor-o-Novo,2012,99322.8
Montemor-o-Novo,2013,103684.4
Montemor-o-Novo,2014,108046.0
Montemor-o-Novo,2015,112407.6
Montemor-o-Novo,2016,116769.20000000001
Montemor-o-Novo,2017,121130.8
Montemor-o-Novo,2018,125492.4
Montemor-o-Novo,2019,129854.0
Montemor-o-Novo,2020,129854.0
Mora,1995,8520.599999999999
Mora,1996,9639.699999999999
Mora,1997,10758.8
Mora,1998,11877.9
Mora,1999,12997.0
Mora,2000,14850.8
Mora,2001,16704.6
Mora,2002,18558.4
Mora,2003,20412.2
Mora,2004,22266.0
Mora,2005,24119.8
Mora,2006,25973.6
Mora,2007,27827.4
Mora,2008,29681.2
Mora,2009,31535.0
Mora,2010,33388.8
Mora,2011,35242.6
Mora,2012,37096.4
Mora,2013,38950.2
Mora,2014,40804.0
Mora,2015,42657.8
Mora,2016,44511.6
Mora,2017,46365.4
Mora,2018,48219.2
Mora,2019,50073.0
Mora,2020,50073.0
Mourão,1995,10332.6
Mourão,1996,11130.7
Mourão,1997,11928.8
Mourão,1998,12726.900000000001
Mourão,1999,13525.0
Mourão,2000,13706.7
Mourão,2001,13888.4
Mourão,2002,14070.1
Mourão,2003,14251.8
Mourão,2004,14433.5
Mourão,2005,14615.2
Mourão,2006,14796.9
Mourão,2007,14978.6
Mourão,2008,15160.3
Mourão,2009,15342.0
Mourão,2010,15523.7
Mourão,2011,15705.4
Mourão,2012,15887.1
Mourão,2013,16068.8
Mourão,2014,16250.5
Mourão,2015,16432.2
Mourão,2016,16613.9
Mourão,2017,16795.6
Mourão,2018,16977.3
Mourão,2019,17159.0
Mourão,2020,17159.0
Portel,1995,16813.6
Portel,1996,19026.199999999997
Portel,1997,21238.8
Portel,1998,23451.399999999998
Portel,1999,25664.0
Portel,2000,25821.3
Portel,2001,25978.6
Portel,2002,26135.9
Portel,2003,26293.2
Portel,2004,26450.5
Portel,2005,26607.8
Portel,2006,26765.1
Portel,2007,26922.4
Portel,2008,27079.7
Portel,2009,27237.0
Portel,2010,27394.3
Portel,2011,27551.6
Portel,2012,27708.9
Portel,2013,27866.2
Portel,2014,28023.5
Portel,2015,28180.8
Portel,2016,28338.1
Portel,2017,28495.4
Portel,2018,28652.7
Portel,2019,28810.0
Portel,2020,28810.0
Redondo,1995,8085.200000000001
Redondo,1996,9087.400000000001
Redondo,1997,10089.6
Redondo,1998,11091.800000000001
Redondo,1999,12094.0
Redondo,2000,12759.6
Redondo,2001,13425.2
Redondo,2002,14090.8
Redondo,2003,14756.4
Redondo,2004,15422.0
Redondo,2005,16087.6
Redondo,2006,16753.2
Redondo,2007,17418.8
Redondo,2008,18084.4
Redondo,2009,18750.0
Redondo,2010,19415.6
Redondo,2011,20081.2
Redondo,2012,20746.8
Redondo,2013,21412.4
Redondo,2014,22078.0
Redondo,2015,22743.6
Redondo,2016,23409.2
Redondo,2017,24074.8
Redondo,2018,24740.4
Redondo,2019,25406.0
Redondo,2020,25406.0
Reguengos de Monsaraz,1995,7106.2
Reguengos de Monsaraz,1996,7426.4
Reguengos de Monsaraz,1997,7746.6
Reguengos de Monsaraz,1998,8066.799999999999
Reguengos de Monsaraz,1999,8387.0
Reguengos de Monsaraz,2000,9095.1
Reguengos de Monsaraz,2001,9803.2
Reguengos de Monsaraz,2002,10511.3
Reguengos de Monsaraz,2003,11219.4
Reguengos de Monsaraz,2004,11927.5
Reguengos de Monsaraz,2005,12635.6
Reguengos de Monsaraz,2006,13343.7
Reguengos de Monsaraz,2007,14051.8
Reguengos de Monsaraz,2008,14759.900000000001
Reguengos de Monsaraz,2009,15468.0
Reguengos de Monsaraz,2010,16176.1
Reguengos de Monsaraz,2011,16884.2
Reguengos de Monsaraz,2012,17592.3
Reguengos de Monsaraz,2013,18300.4
Reguengos de Monsaraz,2014,19008.5
Reguengos de Monsaraz,2015,19716.6
Reguengos de Monsaraz,2016,20424.7
Reguengos de Monsaraz,2017,21132.8
Reguengos de Monsaraz,2018,21840.9
Reguengos de Monsaraz,2019,22549.0
Reguengos de Monsaraz,2020,22549.0
Vendas Novas,1995,8349.2
Vendas Novas,1996,9470.400000000001
Vendas Novas,1997,10591.6
Vendas Novas,1998,11712.800000000001
Vendas Novas,1999,12834.0
Vendas Novas,2000,12709.0
Vendas Novas,2001,12584.0
Vendas Novas,2002,12459.0
Vendas Novas,2003,12334.0
Vendas Novas,2004,12209.0
Vendas Novas,2005,12084.0
Vendas Novas,2006,11959.0
Vendas Novas,2007,11834.0
Vendas Novas,2008,11709.0
Vendas Novas,2009,11584.0
Vendas Novas,2010,11459.0
Vendas Novas,2011,11334.0
Vendas Novas,2012,11209.0
Vendas Novas,2013,11084.0
Vendas Novas,2014,10959.0
Vendas Novas,2015,10834.0
Vendas Novas,2016,10709.0
Vendas Novas,2017,10584.0
Vendas Novas,2018,10459.0
Vendas Novas,2019,10334.0
Vendas Novas,2020,10334.0
Viana do Alentejo,1995,14359.599999999999
Viana do Alentejo,1996,15894.199999999999
Viana do Alentejo,1997,17428.8
Viana do Alentejo,1998,18963.4
Viana do Alentejo,1999,20498.0
Viana do Alentejo,2000,21589.4
Viana do Alentejo,2001,22680.8
Viana do Alentejo,2002,23772.2
Viana do Alentejo,2003,24863.6
Viana do Alentejo,2004,25955.0
Viana do Alentejo,2005,27046.4
Viana do Alentejo,2006,28137.800000000003
Viana do Alentejo,2007,29229.2
Viana do Alentejo,2008,30320.6
Viana do Alentejo,2009,31412.0
Viana do Alentejo,2010,32503.4
Viana do Alentejo,2011,33594.8
Viana do Alentejo,2012,34686.2
Viana do Alentejo,2013,35777.6
Viana do Alentejo,2014,36869.0
Viana do Alentejo,2015,37960.4
Viana do Alentejo,2016,39051.8
Viana do Alentejo,2017,40143.2
Viana do Alentejo,2018,41234.6
Viana do Alentejo,2019,42326.0
Viana do Alentejo,2020,42326.0
Vila Viçosa,1995,4869.8
Vila Viçosa,1996,4650.1
Vila Viçosa,1997,4430.4
Vila Viçosa,1998,4210.7
Vila Viçosa,1999,3991.0
Vila Viçosa,2000,4707.2
Vila Viçosa,2001,5423.4
Vila Viçosa,2002,6139.6
Vila Viçosa,2003,6855.8
Vila Viçosa,2004,7572.0
Vila Viçosa,2005,8288.2
Vila Viçosa,2006,9004.400000000001
Vila Viçosa,2007,9720.6
Vila Viçosa,2008,10436.8
Vila Viçosa,2009,11153.0
Vila Viçosa,2010,11869.2
Vila Viçosa,2011,12585.4
Vila Viçosa,2012,13301.6
Vila Viçosa,2013,14017.8
Vila Viçosa,2014,14734.0
Vila Viçosa,2015,15450.2
Vila Viçosa,2016,16166.400000000001
Vila Viçosa,2017,16882.6
Vila Viçosa,2018,17598.8
Vila Viçosa,2019,18315.0
Vila Viçosa,2020,18315.0
Alter do Chão,1995,12055.8
Alter do Chão,1996,13665.1
Alter do Chão,1997,15274.4
Alter do Chão,1998,16883.699999999997
Alter do Chão,1999,18493.0
Alter do Chão,2000,19119.6
Alter do Chão,2001,19746.2
Alter do Chão,2002,20372.8
Alter do Chão,2003,20999.4
Alter do Chão,2004,21626.0
Alter do Chão,2005,22252.6
Alter do Chão,2006,22879.2
Alter do Chão,2007,23505.8
Alter do Chão,2008,24132.4
Alter do Chão,2009,24759.0
Alter do Chão,2010,25385.6
Alter do Chão,2011,26012.2
Alter do Chão,2012,26638.8
Alter do Chão,2013,27265.4
Alter do Chão,2014,27892.0
Alter do Chão,2015,28518.6
Alter do Chão,2016,29145.2
Alter do Chão,2017,29771.8
Alter do Chão,2018,30398.4
Alter do Chão,2019,31025.0
Alter do Chão,2020,31025.0
Arronches,1995,4013.3999999999996
Arronches,1996,4315.799999999999
Arronches,1997,4618.2
Arronches,1998,4920.6
Arronches,1999,5223.0
Arronches,2000,6484.1
Arronches,2001,7745.2
Arronches,2002,9006.3
Arronches,2003,10267.4
Arronches,2004,11528.5
Arronches,2005,12789.599999999999
Arronches,2006,14050.699999999999
Arronches,2007,15311.8
Arronches,2008,16572.9
Arronches,2009,17834.0
Arronches,2010,19095.1
Arronches,2011,20356.2
Arronches,2012,21617.3
Arronches,2013,22878.4
Arronches,2014,24139.5
Arronches,2015,25400.6
Arronches,2016,26661.699999999997
Arronches,2017,27922.8
Arronches,2018,29183.9
Arronches,2019,30445.0
Arronches,2020,30445.0
Avis,1995,14747.400000000001
Avis,1996,16067.300000000001
Avis,1997,17387.2
Avis,1998,18707.1
Avis,1999,20027.0
Avis,2000,20953.2
Avis,2001,21879.4
Avis,2002,22805.6
Avis,2003,23731.8
Avis,2004,24658.0
Avis,2005,25584.2
Avis,2006,26510.4
Avis,2007,27436.6
Avis,2008,28362.800000000003
Avis,2009,29289.0
Avis,2010,30215.2
Avis,2011,31141.4
Avis,2012,32067.6
Avis,2013,32993.8
Avis,2014,33920.0
Avis,2015,34846.2
Avis,2016,35772.4
Avis,2017,36698.6
Avis,2018,37624.8
Avis,2019,38551.0
Avis,2020,38551.0
Campo Maior,1995,1885.8000000000002
Campo Maior,1996,2064.6000000000004
Campo Maior,1997,2243.4
Campo Maior,1998,2422.2
Campo Maior,1999,2601.0
Campo Maior,2000,3037.1
Campo Maior,2001,3473.2
Campo Maior,2002,3909.3
Campo Maior,2003,4345.4
Campo Maior,2004,4781.5
Campo Maior,2005,5217.6
Campo Maior,2006,5653.700000000001
Campo Maior,2007,6089.8
Campo Maior,2008,6525.9
Campo Maior,2009,6962.0
Campo Maior,2010,7398.1
Campo Maior,2011,7834.2
Campo Maior,2012,8270.3
Campo Maior,2013,8706.4
Campo Maior,2014,9142.5
Campo Maior,2015,9578.6
Campo Maior,2016,10014.7
Campo Maior,2017,10450.8
Campo Maior,2018,10886.9
Campo Maior,2019,11323.0
Campo Maior,2020,11323.0
Castelo de Vide,1995,13383.0
Castelo de Vide,1996,14200.5
Castelo de Vide,1997,15018.0
Castelo de Vide,1998,15835.5
Castelo de Vide,1999,16653.0
Castelo de Vide,2000,16787.1
Castelo de Vide,2001,16921.2
Castelo de Vide,2002,17055.3
Castelo de Vide,2003,17189.4
Castelo de Vide,2004,17323.5
Castelo de Vide,2005,17457.6
Castelo de Vide,2006,17591.7
Castelo de Vide,2007,17725.8
Castelo de Vide,2008,17859.9
Castelo de Vide,2009,17994.0
Castelo de Vide,2010,18128.1
Castelo de Vide,2011,18262.2
Castelo de Vide,2012,18396.3
Castelo de Vide,2013,18530.4
Castelo de Vide,2014,18664.5
Castelo de Vide,2015,18798.6
Castelo de Vide,2016,18932.7
Castelo de Vide,2017,19066.8
Castelo de Vide,2018,19200.9
Castelo de Vide,2019,19335.0
Castelo de Vide,2020,19335.0
Crato,1995,18556.8
Crato,1996,18955.6
Crato,1997,19354.4
Crato,1998,19753.2
Crato,1999,20152.0
Crato,2000,20330.4
Crato,2001,20508.8
Crato,2002,20687.2
Crato,2003,20865.6
Crato,2004,21044.0
Crato,2005,21222.4
Crato,2006,21400.8
Crato,2007,21579.2
Crato,2008,21757.6
Crato,2009,21936.0
Crato,2010,22114.4
Crato,2011,22292.8
Crato,2012,22471.2
Crato,2013,22649.6
Crato,2014,22828.0
Crato,2015,23006.4
Crato,2016,23184.8
Crato,2017,23363.2
Crato,2018,23541.6
Crato,2019,23720.0
Crato,2020,23720.0
Elvas,1995,13715.2
Elvas,1996,14320.400000000001
Elvas,1997,14925.6
Elvas,1998,15530.8
Elvas,1999,16136.0
Elvas,2000,17694.9
Elvas,2001,19253.8
Elvas,2002,20812.7
Elvas,2003,22371.6
Elvas,2004,23930.5
Elvas,2005,25489.4
Elvas,2006,27048.300000000003
Elvas,2007,28607.2
Elvas,2008,30166.1
Elvas,2009,31725.0
Elvas,2010,33283.9
Elvas,2011,34842.8
Elvas,2012,36401.7
Elvas,2013,37960.6
Elvas,2014,39519.5
Elvas,2015,41078.4
Elvas,2016,42637.3
Elvas,2017,44196.2
Elvas,2018,45755.1
Elvas,2019,47314.0
Elvas,2020,47314.0
Fronteira,1995,4937.0
Fronteira,1996,5684.5
Fronteira,1997,6432.0
Fronteira,1998,7179.5
Fronteira,1999,7927.0
Fronteira,2000,8449.2
Fronteira,2001,8971.4
Fronteira,2002,9493.6
Fronteira,2003,10015.8
Fronteira,2004,10538.0
Fronteira,2005,11060.2
Fronteira,2006,11582.400000000001
Fronteira,2007,12104.6
Fronteira,2008,12626.8
Fronteira,2009,13149.0
Fronteira,2010,13671.2
Fronteira,2011,14193.4
Fronteira,2012,14715.6
Fronteira,2013,15237.8
Fronteira,2014,15760.0
Fronteira,2015,16282.2
Fronteira,2016,16804.4
Fronteira,2017,17326.6
Fronteira,2018,17848.8
Fronteira,2019,18371.0
Fronteira,2020,18371.0
Gavião,1995,2742.0
Gavião,1996,2702.0
Gavião,1997,2662.0
Gavião,1998,2622.0
Gavião,1999,2582.0
Gavião,2000,3552.8
Gavião,2001,4523.6
Gavião,2002,5494.4
Gavião,2003,6465.2
Gavião,2004,7436.0
Gavião,2005,8406.8
Gavião,2006,9377.599999999999
Gavião,2007,10348.4
Gavião,2008,11319.199999999999
Gavião,2009,12290.0
Gavião,2010,13260.8
Gavião,2011,14231.6
Gavião,2012,15202.4
Gavião,2013,16173.2
Gavião,2014,17144.0
Gavião,2015,18114.8
Gavião,2016,19085.6
Gavião,2017,20056.4
Gavião,2018,21027.199999999997
Gavião,2019,21998.0
Gavião,2020,21998.0
Marvão,1995,6872.6
Marvão,1996,7083.7
Marvão,1997,7294.8
Marvão,1998,7505.9
Marvão,1999,7717.0
Marvão,2000,7698.3
Marvão,2001,7679.6
Marvão,2002,7660.9
Marvão,2003,7642.2
Marvão,2004,7623.5
Marvão,2005,7604.8
Marvão,2006,7586.1
Marvão,2007,7567.4
Marvão,2008,7548.7
Marvão,2009,7530.0
Marvão,2010,7511.3
Marvão,2011,7492.6
Marvão,2012,7473.9
Marvão,2013,7455.2
Marvão,2014,7436.5
Marvão,2015,7417.8
Marvão,2016,7399.1
Marvão,2017,7380.4
Marvão,2018,7361.7
Marvão,2019,7343.0
Marvão,2020,7343.0
Monforte,1995,13218.6
Monforte,1996,13882.2
Monforte,1997,14545.8
Monforte,1998,15209.400000000001
Monforte,1999,15873.0
Monforte,2000,17382.2
Monforte,2001,18891.4
Monforte,2002,20400.6
Monforte,2003,21909.8
Monforte,2004,23419.0
Monforte,2005,24928.2
Monforte,2006,26437.4
Monforte,2007,27946.6
Monforte,2008,29455.800000000003
Monforte,2009,30965.0
Monforte,2010,32474.2
Monforte,2011,33983.4
Monforte,2012,35492.6
Monforte,2013,37001.8
Monforte,2014,38511.0
Monforte,2015,40020.2
Monforte,2016,41529.4
Monforte,2017,43038.6
Monforte,2018,44547.8
Monforte,2019,46057.0
Monforte,2020,46057.0
Nisa,1995,15318.400000000001
Nisa,1996,16345.300000000001
Nisa,1997,17372.2
Nisa,1998,18399.1
Nisa,1999,19426.0
Nisa,2000,19961.3
Nisa,2001,20496.6
Nisa,2002,21031.9
Nisa,2003,21567.2
Nisa,2004,22102.5
Nisa,2005,22637.8
Nisa,2006,23173.1
Nisa,2007,23708.4
Nisa,2008,24243.7
Nisa,2009,24779.0
Nisa,2010,25314.3
Nisa,2011,25849.6
Nisa,2012,26384.9
Nisa,2013,26920.2
Nisa,2014,27455.5
Nisa,2015,27990.8
Nisa,2016,28526.1
Nisa,2017,29061.4
Nisa,2018,29596.7
Nisa,2019,30132.0
Nisa,2020,30132.0
Ponte de Sor,1995,30935.2
Ponte de Sor,1996,31628.4
Ponte de Sor,1997,32321.6
Ponte de Sor,1998,33014.8
Ponte de Sor,1999,33708.0
Ponte de Sor,2000,34406.6
Ponte de Sor,2001,35105.2
Ponte de Sor,2002,35803.8
Ponte de Sor,2003,36502.4
Ponte de Sor,2004,37201.0
Ponte de Sor,2005,37899.6
Ponte de Sor,2006,38598.2
Ponte de Sor,2007,39296.8
Ponte de Sor,2008,39995.4
Ponte de Sor,2009,40694.0
Ponte de Sor,2010,41392.6
Ponte de Sor,2011,42091.2
Ponte de Sor,2012,42789.8
Ponte de Sor,2013,43488.4
Ponte de Sor,2014,44187.0
Ponte de Sor,2015,44885.6
Ponte de Sor,2016,45584.2
Ponte de Sor,2017,46282.8
Ponte de Sor,2018,46981.4
Ponte de Sor,2019,47680.0
Ponte de Sor,2020,47680.0
Portalegre,1995,16962.0
Portalegre,1996,17526.5
Portalegre,1997,18091.0
Portalegre,1998,18655.5
Portalegre,1999,19220.0
Portalegre,2000,19498.1
Portalegre,2001,19776.2
Portalegre,2002,20054.3
Portalegre,2003,20332.4
Portalegre,2004,20610.5
Portalegre,2005,20888.6
Portalegre,2006,21166.7
Portalegre,2007,21444.8
Portalegre,2008,21722.9
Portalegre,2009,22001.0
Portalegre,2010,22279.1
Portalegre,2011,22557.2
Portalegre,2012,22835.3
Portalegre,2013,23113.4
Portalegre,2014,23391.5
Portalegre,2015,23669.6
Portalegre,2016,23947.7
Portalegre,2017,24225.8
Portalegre,2018,24503.9
Portalegre,2019,24782.0
Portalegre,2020,24782.0
Sousel,1995,5530.799999999999
Sousel,1996,6158.099999999999
Sousel,1997,6785.4
Sousel,1998,7412.7
Sousel,1999,8040.0
Sousel,2000,8130.5
Sousel,2001,8221.0
Sousel,2002,8311.5
Sousel,2003,8402.0
Sousel,2004,8492.5
Sousel,2005,8583.0
Sousel,2006,8673.5
Sousel,2007,8764.0
Sousel,2008,8854.5
Sousel,2009,8945.0
Sousel,2010,9035.5
Sousel,2011,9126.0
Sousel,2012,9216.5
Sousel,2013,9307.0
Sousel,2014,9397.5
Sousel,2015,9488.0
Sousel,2016,9578.5
Sousel,2017,9669.0
Sousel,2018,9759.5
Sousel,2019,9850.0
Sousel,2020,9850.0
Alcácer do Sal,1995,55578.2
Alcácer do Sal,1996,58431.399999999994
Alcácer do Sal,1997,61284.6
Alcácer do Sal,1998,64137.8
Alcácer do Sal,1999,66991.0
Alcácer do Sal,2000,66058.6
Alcácer do Sal,2001,65126.2
Alcácer do Sal,2002,64193.8
Alcácer do Sal,2003,63261.4
Alcácer do Sal,2004,62329.0
Alcácer do Sal,2005,61396.6
Alcácer do Sal,2006,60464.2
Alcácer do Sal,2007,59531.8
Alcácer do Sal,2008,58599.4
Alcácer do Sal,2009,57667.0
Alcácer do Sal,2010,56734.6
Alcácer do Sal,2011,55802.2
Alcácer do Sal,2012,54869.8
Alcácer do Sal,2013,53937.4
Alcácer do Sal,2014,53005.0
Alcácer do Sal,2015,52072.6
Alcácer do Sal,2016,51140.2
Alcácer do Sal,2017,50207.8
Alcácer do Sal,2018,49275.4
Alcácer do Sal,2019,48343.0
Alcácer do Sal,2020,48343.0
Grândola,1995,22568.6
Grândola,1996,23463.2
Grândola,1997,24357.8
Grândola,1998,25252.4
Grândola,1999,26147.0
Grândola,2000,25601.0
Grândola,2001,25055.0
Grândola,2002,24509.0
Grândola,2003,23963.0
Grândola,2004,23417.0
